Date,Circuit,Country,International,Tournament,CA_1,CA_2,CA_3,CA_4,CA_5,CA_6,CA_7,CA_8,Event_Link,Round_Code,Round,Motion,Infoslide,Topic_Area_1,Topic_Area_2,Topic_Area_3,Topic_Area_Specific_1
2015-11-27,North America and Canada,Canada,0,Canadian British Parliamentary Championships (@ York University),Steven Penner,Enting Lee,,,,,,,https://www.facebook.com/events/1213100605383737/,5,5,THBT all democracies should ban relatives of past office holders from running for election,,,,,
2015-11-27,North America and Canada,Canada,0,Canadian British Parliamentary Championships (@ York University),Steven Penner,Enting Lee,,,,,,,https://www.facebook.com/events/1213100605383737/,Novice_Z,Novice_Finals,THS genderless parenting,,,,,
2015-11-27,North America and Canada,Canada,0,Canadian British Parliamentary Championships (@ York University),Steven Penner,Enting Lee,,,,,,,https://www.facebook.com/events/1213100605383737/,Open_Y,Open_Semis,THBT the Association of Southeast Asian Nations (ASEAN) should have its own regional peacekeeping force.,,,,,
2015-11-27,North America and Canada,Canada,0,Canadian British Parliamentary Championships (@ York University),Steven Penner,Enting Lee,,,,,,,https://www.facebook.com/events/1213100605383737/,Open_Z,Open_Finals,THBT private education institutions should facilitate student demands for spaces of protest to be kept free of media,,,,,
2015-11-13,North America and Canada,Canada,0,Guindon Cup (University of Ottawa),Lucy Ellis,Kathryn Leblanc,Nico Palesch,Daniel Fong,,,,,,1,1,THW aggressively prioritize women for military leadership positions,,,,,
2015-11-13,North America and Canada,Canada,0,Guindon Cup (University of Ottawa),Lucy Ellis,Kathryn Leblanc,Nico Palesch,Daniel Fong,,,,,,2,2,THW provide a universal basic income,A universal basic income is a government program that guarantees every citizen a minimum level of income. This replaces all existing welfare programs. A universal basic income is implemented either by providing the full amount directly or by supplementing an existing income that does not reach the minimum requirement.,,,,
2015-11-13,North America and Canada,Canada,0,Guindon Cup (University of Ottawa),Lucy Ellis,Kathryn Leblanc,Nico Palesch,Daniel Fong,,,,,,3,3,THS the Animal Liberation Front,"The Animal Liberation Front (ALF) is an international leaderless animal rights organisation that engages in illegal acts of sabotage. Activists remove animals from factory farms and laboratory environments, establish animal sanctuaries, and provide veterinary services. They also target laboratories and factory farms via arson, bombing, and other forms of property damage. The ALF’s actions have not resulted in any human casualties.",,,,
2015-11-13,North America and Canada,Canada,0,Guindon Cup (University of Ottawa),Lucy Ellis,Kathryn Leblanc,Nico Palesch,Daniel Fong,,,,,,4,4,THW regularly publish the proposed content of international trade deals throughout the entire negotiation process,"While States are negotiating international trade agreements, such as the Trans-Pacific Partnership (TPP), access to the proposed deal is restricted to a small group of government-selected officials. Citizens, media, and legislators only get access to the text of the agreement shortly before it is debated in national legislatures.",,,,
2015-11-13,North America and Canada,Canada,0,Guindon Cup (University of Ottawa),Lucy Ellis,Kathryn Leblanc,Nico Palesch,Daniel Fong,,,,,,5,5,THW remove tax-exempt status from religious institutions.,,,,,
2015-11-13,North America and Canada,Canada,0,Guindon Cup (University of Ottawa),Lucy Ellis,Kathryn Leblanc,Nico Palesch,Daniel Fong,,,,,,Novice_Z,Novice_Finals,"Assuming a low probability of detection, THS scientists who falsify data in order to exagerrate the harms of climate change.",,,,,
2015-11-13,North America and Canada,Canada,0,Guindon Cup (University of Ottawa),Lucy Ellis,Kathryn Leblanc,Nico Palesch,Daniel Fong,,,,,,Open_Y,Open_Semis,"TH, as Taiwan, would cease efforts to develop deeper economic, cultural, and diplomatic ties with mainland China.",,,,,
2015-11-13,North America and Canada,Canada,0,Guindon Cup (University of Ottawa),Lucy Ellis,Kathryn Leblanc,Nico Palesch,Daniel Fong,,,,,,Open_Z,Open_Finals,THW enforce Ulysses contracts,"A Ulysses Contract is a contract that a person signs with him or herself. The person determines his or her own contractual obligations and punishments. These contracts are not currently enforced by States.

Examples:
An alcoholic could sign a Ulysses contract stating that if she does not quit drinking within six months, she will go to rehab.
An author could sign a Ulysses contract stating that if her book makes over $100 000, she will donate the excess profits to charity. 
A man could sign a Ulysses contract stipulating that if he does not lose 30 pounds within a year, he will pay a large fine to the state.",,,,
2015-10-30,North America and Canada,Canada,0,Chancellor's Cup (Queen's University),,,,,,,,,https://www.facebook.com/events/879028155507879,1,1,THW require a turnout quota be met to legitimize elections. ,,,,,
2015-10-30,North America and Canada,Canada,0,Chancellor's Cup (Queen's University),,,,,,,,,https://www.facebook.com/events/879028155507879,2,2,THBT prominent female athletes should reject offers to play in professional male leagues. ,,,,,
2015-10-30,North America and Canada,Canada,0,Chancellor's Cup (Queen's University),,,,,,,,,https://www.facebook.com/events/879028155507879,3,3,THW suspend the domestic operations of companies that actively conceal violations of major environmental regulations.,,,,,
2015-10-30,North America and Canada,Canada,0,Chancellor's Cup (Queen's University),,,,,,,,,https://www.facebook.com/events/879028155507879,4,4,TH regrets the decline of formal participation in religious institutions. ,,,,,
2015-10-30,North America and Canada,Canada,0,Chancellor's Cup (Queen's University),,,,,,,,,https://www.facebook.com/events/879028155507879,5,5,"TH, as Japan, would remove Article 9 from its constitution. ",,,,,
2015-10-30,North America and Canada,Canada,0,Chancellor's Cup (Queen's University),,,,,,,,,https://www.facebook.com/events/879028155507879,Open_Y,Open_Semis,THW privatize Petrobras.,,,,,
2015-10-30,North America and Canada,Canada,0,Chancellor's Cup (Queen's University),,,,,,,,,https://www.facebook.com/events/879028155507879,Open_Z,Open_Finals,"Given the existence of a drug that eliminates fear with minimal to no side effects, THW let soldiers opt into using it. ",,,,,
2015-10-24,North America and Canada,United States,0,HWS Fall Classic,Enting Lee,Kaya Ellis,Aislin Flynn,Steven Penner,Danny Schonning,,,,https://www.facebook.com/events/1596407730611437,1,1,THBT developed nations should abolish all protectionist trade policies,,,,,
2015-10-24,North America and Canada,United States,0,HWS Fall Classic,Enting Lee,Kaya Ellis,Aislin Flynn,Steven Penner,Danny Schonning,,,,https://www.facebook.com/events/1596407730611437,2,2,THBT sports leagues with systems of promotion and relegation are good for fans. ,"In much of the world, sports teams compete in a series of tiered leagues, where the best performing teams are promoted to a higher league at the end of their season, and the lowest teams are demoted. An example of this is English football, where every year the bottom 3 teams in the Premier League are relegated to the division below, and replaced in the Premier League by the 3 best teams from that lower division. By contrast, North American sports leagues are mostly static, with teams being added or removed only when the league itself expands or contracts. Example of this include the NFL and the NBA.",,,,
2015-10-24,North America and Canada,United States,0,HWS Fall Classic,Enting Lee,Kaya Ellis,Aislin Flynn,Steven Penner,Danny Schonning,,,,https://www.facebook.com/events/1596407730611437,3,3,THBT the transgender movement should leave the LGBTQ movement,,,,,
2015-10-24,North America and Canada,United States,0,HWS Fall Classic,Enting Lee,Kaya Ellis,Aislin Flynn,Steven Penner,Danny Schonning,,,,https://www.facebook.com/events/1596407730611437,4,4,"Deaf culture is the set of social beliefs, behaviours, art, literary traditions, history, values and shared institutions of communities that are influenced by deafness and which use sign languages as the main means of communication. As a hearing parent of a deaf child, THW choose to mainstream your child to the exclusion of participation in deaf culture. ",,,,,
2015-10-24,North America and Canada,United States,0,HWS Fall Classic,Enting Lee,Kaya Ellis,Aislin Flynn,Steven Penner,Danny Schonning,,,,https://www.facebook.com/events/1596407730611437,5,5,,,,,,
2015-10-24,North America and Canada,United States,0,HWS Fall Classic,Enting Lee,Kaya Ellis,Aislin Flynn,Steven Penner,Danny Schonning,,,,https://www.facebook.com/events/1596407730611437,Open_Y,Open_Semis,,,,,,
2015-10-24,North America and Canada,United States,0,HWS Fall Classic,Enting Lee,Kaya Ellis,Aislin Flynn,Steven Penner,Danny Schonning,,,,https://www.facebook.com/events/1596407730611437,Open_Z,Open_Finals,THW abolish all US military aid to Saudi Arabia.,,,,,
2015-10-02,North America and Canada,United States,0,Yale IV,Sam Ward-Packard,Edwin Zhang,Allison Douglis,Josh Zoffer,Taylor Blackburn,,,,https://www.facebook.com/events/1809137995979250/,1,1,THW ban religious K-12 schools,,,,,
2015-10-02,North America and Canada,United States,0,Yale IV,Sam Ward-Packard,Edwin Zhang,Allison Douglis,Josh Zoffer,Taylor Blackburn,,,,https://www.facebook.com/events/1809137995979250/,2,2,THBT voters should be able to override the votes of their elected representatives on individual bills by two-thirds or greater referendum.,,,,,
2015-10-02,North America and Canada,United States,0,Yale IV,Sam Ward-Packard,Edwin Zhang,Allison Douglis,Josh Zoffer,Taylor Blackburn,,,,https://www.facebook.com/events/1809137995979250/,3,3,THBT developed nations should pay reparations to developing nations that have experienced significant adverse consequences from climate change,,,,,
2015-10-02,North America and Canada,United States,0,Yale IV,Sam Ward-Packard,Edwin Zhang,Allison Douglis,Josh Zoffer,Taylor Blackburn,,,,https://www.facebook.com/events/1809137995979250/,4,4,TH rejects the media's intentional humanization of those responsible for heinous acts or crimes.,,,,,
2015-10-02,North America and Canada,United States,0,Yale IV,Sam Ward-Packard,Edwin Zhang,Allison Douglis,Josh Zoffer,Taylor Blackburn,,,,https://www.facebook.com/events/1809137995979250/,5,5,THBT the US should join the Asian Infrastructure Investment Bank,,,,,
2015-10-02,North America and Canada,United States,0,Yale IV,Sam Ward-Packard,Edwin Zhang,Allison Douglis,Josh Zoffer,Taylor Blackburn,,,,https://www.facebook.com/events/1809137995979250/,6,6,"Given the existence of a drug that dramatically increases mental capacity, THBT universities should ban and test for student use of the drug.",,,,,
2015-10-02,North America and Canada,United States,0,Yale IV,Sam Ward-Packard,Edwin Zhang,Allison Douglis,Josh Zoffer,Taylor Blackburn,,,,https://www.facebook.com/events/1809137995979250/,Novice_Z,Novice_Finals,THBT American feminists have an obligation to vote for a female presidential candidate. ,,,,,
2015-10-02,North America and Canada,United States,0,Yale IV,Sam Ward-Packard,Edwin Zhang,Allison Douglis,Josh Zoffer,Taylor Blackburn,,,,https://www.facebook.com/events/1809137995979250/,Open_X,Open_Quarters,THW not vote for protest candidates in primary elections. ,"A protest candidate is a candidate who's political positions more closely align with a voter's preferences than any other politician in a primary field, but who is extremely unlikely to win in a general election.",,,,
2015-10-02,North America and Canada,United States,0,Yale IV,Sam Ward-Packard,Edwin Zhang,Allison Douglis,Josh Zoffer,Taylor Blackburn,,,,https://www.facebook.com/events/1809137995979250/,Open_Y,Open_Semis,THW legalize graffiti in public spaces,,,,,
2015-10-02,North America and Canada,United States,0,Yale IV,Sam Ward-Packard,Edwin Zhang,Allison Douglis,Josh Zoffer,Taylor Blackburn,,,,https://www.facebook.com/events/1809137995979250/,Open_Z,Open_Finals,"THBT the EU should offer Greece full debt relief in exchange for its housing at least 200,000 Syrian refugees.",,,,,
2015-10-16,North America and Canada,Canada,0,Hart House IV,Sarah Balakrishnan,Victoria Hale,Buzz Klinger,Veenu Goswami,,,,,http://www.harthousedebate.com/tournaments/,1,1,THW ban companies from using fear as a tactic in advertising. ,,,,,
2015-10-16,North America and Canada,Canada,0,Hart House IV,Sarah Balakrishnan,Victoria Hale,Buzz Klinger,Veenu Goswami,,,,,http://www.harthousedebate.com/tournaments/,2,2,THBT the police should work with hacktivists,,,,,
2015-10-16,North America and Canada,Canada,0,Hart House IV,Sarah Balakrishnan,Victoria Hale,Buzz Klinger,Veenu Goswami,,,,,http://www.harthousedebate.com/tournaments/,3,3,THO the notion that marriage is meant to be long-lasting,,,,,
2015-10-16,North America and Canada,Canada,0,Hart House IV,Sarah Balakrishnan,Victoria Hale,Buzz Klinger,Veenu Goswami,,,,,http://www.harthousedebate.com/tournaments/,4,4,"Assuming Russia agrees to help fight ISIS, TH, as the US, would cease funding to Syrian rebel groups",,,,,
2015-10-16,North America and Canada,Canada,0,Hart House IV,Sarah Balakrishnan,Victoria Hale,Buzz Klinger,Veenu Goswami,,,,,http://www.harthousedebate.com/tournaments/,5,5,THO films/TV shows that depict a minority narrative through a white heteronormative lense,,,,,
2015-10-16,North America and Canada,Canada,0,Hart House IV,Sarah Balakrishnan,Victoria Hale,Buzz Klinger,Veenu Goswami,,,,,http://www.harthousedebate.com/tournaments/,Open_X,Open_Quarters,THR the rise of the sharing economy,,,,,
2015-10-16,North America and Canada,Canada,0,Hart House IV,Sarah Balakrishnan,Victoria Hale,Buzz Klinger,Veenu Goswami,,,,,http://www.harthousedebate.com/tournaments/,Open_Y,Open_Semis,THBT treasure hunters should have possession of any artefacts they find,,,,,
2015-10-16,North America and Canada,Canada,0,Hart House IV,Sarah Balakrishnan,Victoria Hale,Buzz Klinger,Veenu Goswami,,,,,http://www.harthousedebate.com/tournaments/,Open_Z,Open_Finals,THBT individuals should not share their political views on social media platforms,,,,,
2015-09-30,North America and Canada,Canada,0,McGill Novice,Denizhan Ukyur,Sarah Millman,Tavish Logan,Kathryn Leblanc,,,,,,1,1,THW prioritize support of domestic reporters in areas of conflict over the use of Western reporting,,,,,
2015-09-30,North America and Canada,Canada,0,McGill Novice,Denizhan Ukyur,Sarah Millman,Tavish Logan,Kathryn Leblanc,,,,,,2,2,THW ban private schools,,,,,
2015-09-30,North America and Canada,Canada,0,McGill Novice,Denizhan Ukyur,Sarah Millman,Tavish Logan,Kathryn Leblanc,,,,,,3,3,THS government collection of private information as a security measure,,,,,
2015-09-30,North America and Canada,Canada,0,McGill Novice,Denizhan Ukyur,Sarah Millman,Tavish Logan,Kathryn Leblanc,,,,,,4,4,"THW abolish industry awards (i.e. the Oscars, the Emmys, etc.)",,,,,
2015-09-30,North America and Canada,Canada,0,McGill Novice,Denizhan Ukyur,Sarah Millman,Tavish Logan,Kathryn Leblanc,,,,,,5,5,THW only give aid to devleoping countries that have good environmental policy. ,,,,,
2015-09-30,North America and Canada,Canada,0,McGill Novice,Denizhan Ukyur,Sarah Millman,Tavish Logan,Kathryn Leblanc,,,,,,6,6,THW enforce a Cap and Trade system for refugee quotas.,,,,,
